time,load_shortfall_3h
2018-01-25 18:00:00,10984.069999999998
2018-01-25 21:00:00,13905.256666666677
2018-01-26 00:00:00,10696.896666666666
2018-01-26 03:00:00,9614.58666666667
2018-01-26 06:00:00,9652.976666666662
2018-01-26 09:00:00,9404.793333333335
2018-01-26 12:00:00,11786.073333333345
2018-01-26 15:00:00,12082.946666666678
2018-01-26 18:00:00,11966.26666666667
2018-01-26 21:00:00,10544.74333333334
2018-01-27 00:00:00,9587.34000000001
2018-01-27 03:00:00,9462.186666666677
2018-01-27 06:00:00,9867.426666666677
2018-01-27 09:00:00,10687.53333333334
2018-01-27 12:00:00,10670.243333333348
2018-01-27 15:00:00,10664.236666666671
2018-01-27 18:00:00,11671.850000000019
2018-01-27 21:00:00,10548.38
2018-01-28 00:00:00,12055.453333333342
2018-01-28 03:00:00,10830.84
2018-01-28 06:00:00,10266.123333333331
2018-01-28 09:00:00,10651.206666666667
2018-01-28 12:00:00,10589.119999999997
2018-01-28 15:00:00,8565.096666666668
2018-01-28 18:00:00,10195.866666666676
2018-01-28 21:00:00,10645.140000000009
2018-01-29 00:00:00,10865.706666666674
2018-01-29 03:00:00,10954.72666666667
2018-01-29 06:00:00,11981.769999999993
2018-01-29 09:00:00,11944.090000000002
2018-01-29 12:00:00,14019.666666666686
2018-01-29 15:00:00,14278.123333333342
2018-01-29 18:00:00,13759.573333333346
2018-01-29 21:00:00,13642.643333333337
2018-01-30 00:00:00,11306.239999999996
2018-01-30 03:00:00,11048.179999999998
2018-01-30 06:00:00,11159.47666666666
2018-01-30 09:00:00,12537.963333333337
2018-01-30 12:00:00,13676.203333333346
2018-01-30 15:00:00,13904.336666666686
2018-01-30 18:00:00,14008.053333333344
2018-01-30 21:00:00,13637.17000000001
2018-01-31 00:00:00,12228.359999999995
2018-01-31 03:00:00,12245.506666666655
2018-01-31 06:00:00,11566.033333333327
2018-01-31 09:00:00,12950.000000000007
2018-01-31 12:00:00,14437.416666666675
2018-01-31 15:00:00,15600.006666666675
2018-01-31 18:00:00,15162.683333333338
2018-01-31 21:00:00,15246.75666666667
2018-02-01 00:00:00,9635.693333333344
2018-02-01 03:00:00,8665.633333333339
2018-02-01 06:00:00,10474.816666666675
2018-02-01 09:00:00,8659.686666666672
2018-02-01 12:00:00,10742.29
2018-02-01 15:00:00,9359.70666666666
2018-02-01 18:00:00,9639.563333333339
2018-02-01 21:00:00,10043.923333333334
2018-02-02 00:00:00,7835.230000000005
2018-02-02 03:00:00,8026.936666666675
2018-02-02 06:00:00,7216.233333333341
2018-02-02 09:00:00,8146.24666666667
2018-02-02 12:00:00,8129.8133333333335
2018-02-02 15:00:00,8235.62
2018-02-02 18:00:00,7533.556666666667
2018-02-02 21:00:00,8773.100000000008
2018-02-03 00:00:00,6233.006666666667
2018-02-03 03:00:00,6321.7366666666685
2018-02-03 06:00:00,5674.8166666666675
2018-02-03 09:00:00,5516.9133333333375
2018-02-03 12:00:00,8745.746666666662
2018-02-03 15:00:00,9197.403333333328
2018-02-03 18:00:00,9596.629999999996
2018-02-03 21:00:00,7213.616666666664
2018-02-04 00:00:00,6240.6799999999985
2018-02-04 03:00:00,6025.913333333329
2018-02-04 06:00:00,5921.223333333337
2018-02-04 09:00:00,5378.753333333338
2018-02-04 12:00:00,4895.003333333332
2018-02-04 15:00:00,7003.30666666666
2018-02-04 18:00:00,6669.769999999998
2018-02-04 21:00:00,6652.473333333331
2018-02-05 00:00:00,7072.206666666672
2018-02-05 03:00:00,6815.023333333329
2018-02-05 06:00:00,6565.92
2018-02-05 09:00:00,5951.113333333331
2018-02-05 12:00:00,5850.44
2018-02-05 15:00:00,6020.616666666665
2018-02-05 18:00:00,6485.056666666662
2018-02-05 21:00:00,5898.676666666664
2018-02-06 00:00:00,9209.270000000006
2018-02-06 03:00:00,9325.609999999997
2018-02-06 06:00:00,9082.943333333325
2018-02-06 09:00:00,9435.446666666661
2018-02-06 12:00:00,10935.16
2018-02-06 15:00:00,10563.466666666665
2018-02-06 18:00:00,11296.503333333334
2018-02-06 21:00:00,11510.296666666674
2018-02-07 00:00:00,10803.53666666667
2018-02-07 03:00:00,10022.35666666667
2018-02-07 06:00:00,9839.973333333332
2018-02-07 09:00:00,10820.163333333332
2018-02-07 12:00:00,12309.486666666666
2018-02-07 15:00:00,12970.55
2018-02-07 18:00:00,12950.863333333335
2018-02-07 21:00:00,12967.70666666668
2018-02-08 00:00:00,10820.77666666667
2018-02-08 03:00:00,10150.910000000007
2018-02-08 06:00:00,11089.549999999994
2018-02-08 09:00:00,10836.853333333323
2018-02-08 12:00:00,13314.829999999998
2018-02-08 15:00:00,13817.97666666667
2018-02-08 18:00:00,13970.846666666665
2018-02-08 21:00:00,11798.93333333335
2018-02-09 00:00:00,11806.763333333342
2018-02-09 03:00:00,10478.060000000003
2018-02-09 06:00:00,10135.196666666667
2018-02-09 09:00:00,11545.343333333334
2018-02-09 12:00:00,12857.703333333337
2018-02-09 15:00:00,13500.143333333333
2018-02-09 18:00:00,13683.776666666678
2018-02-09 21:00:00,11567.123333333337
2018-02-10 00:00:00,11964.736666666677
2018-02-10 03:00:00,12506.550000000003
2018-02-10 06:00:00,11718.99333333334
2018-02-10 09:00:00,11184.390000000003
2018-02-10 12:00:00,14087.869999999997
2018-02-10 15:00:00,13885.699999999995
2018-02-10 18:00:00,14309.026666666672
2018-02-10 21:00:00,13106.45666666666
2018-02-11 00:00:00,10923.020000000004
2018-02-11 03:00:00,10906.259999999998
2018-02-11 06:00:00,10703.03666666667
2018-02-11 09:00:00,10772.113333333333
2018-02-11 12:00:00,13412.160000000009
2018-02-11 15:00:00,14611.180000000008
2018-02-11 18:00:00,14522.480000000005
2018-02-11 21:00:00,13593.81333333333
2018-02-12 00:00:00,15400.863333333324
2018-02-12 03:00:00,14145.553333333339
2018-02-12 06:00:00,13086.056666666676
2018-02-12 09:00:00,12811.423333333347
2018-02-12 12:00:00,12438.29333333334
2018-02-12 15:00:00,13554.920000000007
2018-02-12 18:00:00,12967.150000000007
2018-02-12 21:00:00,12909.536666666672
2018-02-13 00:00:00,10347.756666666672
2018-02-13 03:00:00,9780.183333333342
2018-02-13 06:00:00,10127.766666666674
2018-02-13 09:00:00,8311.46
2018-02-13 12:00:00,11030.446666666672
2018-02-13 15:00:00,10804.000000000005
2018-02-13 18:00:00,11059.043333333333
2018-02-13 21:00:00,8982.083333333338
2018-02-14 00:00:00,8434.20666666667
2018-02-14 03:00:00,6842.226666666668
2018-02-14 06:00:00,6816.166666666674
2018-02-14 09:00:00,7142.340000000006
2018-02-14 12:00:00,11746.616666666674
2018-02-14 15:00:00,12372.600000000004
2018-02-14 18:00:00,12832.780000000012
2018-02-14 21:00:00,11728.806666666682
2018-02-15 00:00:00,10673.866666666681
2018-02-15 03:00:00,10253.996666666675
2018-02-15 06:00:00,9906.286666666676
2018-02-15 09:00:00,10220.68333333334
2018-02-15 12:00:00,14342.226666666673
2018-02-15 15:00:00,14596.48666666667
2018-02-15 18:00:00,14336.400000000009
2018-02-15 21:00:00,13917.096666666677
2018-02-16 00:00:00,12095.733333333346
2018-02-16 03:00:00,10782.446666666672
2018-02-16 06:00:00,11437.003333333329
2018-02-16 09:00:00,12055.61666666667
2018-02-16 12:00:00,14719.946666666687
2018-02-16 15:00:00,14186.873333333344
2018-02-16 18:00:00,14893.080000000005
2018-02-16 21:00:00,14205.963333333342
2018-02-17 00:00:00,12343.316666666666
2018-02-17 03:00:00,10376.703333333333
2018-02-17 06:00:00,10384.883333333333
2018-02-17 09:00:00,10133.820000000005
2018-02-17 12:00:00,11922.656666666684
2018-02-17 15:00:00,11527.213333333335
2018-02-17 18:00:00,11955.700000000004
2018-02-17 21:00:00,13068.02666666667
2018-02-18 00:00:00,10184.266666666665
2018-02-18 03:00:00,10017.37666666666
2018-02-18 06:00:00,9209.330000000005
2018-02-18 09:00:00,9134.053333333335
2018-02-18 12:00:00,9754.620000000003
2018-02-18 15:00:00,9008.18666666667
2018-02-18 18:00:00,9397.383333333333
2018-02-18 21:00:00,10233.706666666669
2018-02-19 00:00:00,10968.733333333343
2018-02-19 03:00:00,9760.313333333344
2018-02-19 06:00:00,8979.723333333339
2018-02-19 09:00:00,9824.226666666671
2018-02-19 12:00:00,14597.306666666684
2018-02-19 15:00:00,13496.616666666676
2018-02-19 18:00:00,13290.890000000012
2018-02-19 21:00:00,10502.003333333332
2018-02-20 00:00:00,8558.203333333331
2018-02-20 03:00:00,8496.543333333333
2018-02-20 06:00:00,8757.376666666663
2018-02-20 09:00:00,10233.869999999997
2018-02-20 12:00:00,13419.320000000005
2018-02-20 15:00:00,11356.096666666674
2018-02-20 18:00:00,11486.55833333334
2018-02-20 21:00:00,11446.960000000012
2018-02-21 00:00:00,8853.519999999997
2018-02-21 03:00:00,10008.883333333333
2018-02-21 06:00:00,9255.720000000008
2018-02-21 09:00:00,9116.67333333334
2018-02-21 12:00:00,11185.735000000013
2018-02-21 15:00:00,10850.656666666677
2018-02-21 18:00:00,13170.483333333352
2018-02-21 21:00:00,12591.423333333345
2018-02-22 00:00:00,9466.186666666666
2018-02-22 03:00:00,9391.910000000002
2018-02-22 06:00:00,7756.330000000001
2018-02-22 09:00:00,8901.086666666664
2018-02-22 12:00:00,13501.270000000002
2018-02-22 15:00:00,13200.623333333335
2018-02-22 18:00:00,13694.090000000002
2018-02-22 21:00:00,12602.096666666674
2018-02-23 00:00:00,9226.793333333331
2018-02-23 03:00:00,9050.249999999998
2018-02-23 06:00:00,8332.890000000003
2018-02-23 09:00:00,10261.296666666673
2018-02-23 12:00:00,12202.490000000014
2018-02-23 15:00:00,11933.743333333336
2018-02-23 18:00:00,11884.420000000006
2018-02-23 21:00:00,9799.103333333343
2018-02-24 00:00:00,9945.55333333333
2018-02-24 03:00:00,9823.713333333333
2018-02-24 06:00:00,8709.023333333325
2018-02-24 09:00:00,8933.80333333333
2018-02-24 12:00:00,11200.27
2018-02-24 15:00:00,11658.253333333334
2018-02-24 18:00:00,11290.27
2018-02-24 21:00:00,11249.363333333327
2018-02-25 00:00:00,7440.740000000006
2018-02-25 03:00:00,7176.000000000003
2018-02-25 06:00:00,7620.43
2018-02-25 09:00:00,7737.366666666668
2018-02-25 12:00:00,7721.646666666675
2018-02-25 15:00:00,7138.053333333335
2018-02-25 18:00:00,6555.656666666668
2018-02-25 21:00:00,7380.820000000007
2018-02-26 00:00:00,8010.9900000000025
2018-02-26 03:00:00,6799.043333333335
2018-02-26 06:00:00,6497.503333333332
2018-02-26 09:00:00,6825.893333333333
2018-02-26 12:00:00,8281.79
2018-02-26 15:00:00,8703.79000000001
2018-02-26 18:00:00,8500.886666666676
2018-02-26 21:00:00,7668.556666666671
2018-02-27 00:00:00,7428.800000000007
2018-02-27 03:00:00,6086.863333333335
2018-02-27 06:00:00,7340.30333333334
2018-02-27 09:00:00,6982.736666666669
2018-02-27 12:00:00,8380.616666666667
2018-02-27 15:00:00,7907.1633333333275
2018-02-27 18:00:00,8258.52333333333
2018-02-27 21:00:00,7517.91666666667
2018-02-28 00:00:00,6882.25666666667
2018-02-28 03:00:00,6472.656666666666
2018-02-28 06:00:00,6232.019999999999
2018-02-28 09:00:00,5454.776666666668
2018-02-28 12:00:00,5905.776666666667
2018-02-28 15:00:00,6321.123333333338
2018-02-28 18:00:00,6531.913333333334
2018-02-28 21:00:00,5781.076666666668
2018-03-01 00:00:00,8614.436666666668
2018-03-01 03:00:00,8960.423333333332
2018-03-01 06:00:00,8311.873333333335
2018-03-01 09:00:00,8742.223333333335
2018-03-01 12:00:00,8720.283333333331
2018-03-01 15:00:00,8757.109999999999
2018-03-01 18:00:00,9164.843333333329
2018-03-01 21:00:00,9664.706666666667
2018-03-02 00:00:00,8742.33666666666
2018-03-02 03:00:00,8715.153333333323
2018-03-02 06:00:00,7385.299999999996
2018-03-02 09:00:00,8192.583333333334
2018-03-02 12:00:00,8585.790000000003
2018-03-02 15:00:00,7575.226666666666
2018-03-02 18:00:00,7502.4566666666615
2018-03-02 21:00:00,7453.839999999997
2018-03-03 00:00:00,8513.046666666665
2018-03-03 03:00:00,8790.743333333327
2018-03-03 06:00:00,9149.163333333328
2018-03-03 09:00:00,10216.496666666659
2018-03-03 12:00:00,9540.303333333331
2018-03-03 15:00:00,8643.873333333328
2018-03-03 18:00:00,7774.049999999997
2018-03-03 21:00:00,6184.3
2018-03-04 00:00:00,6800.246666666665
2018-03-04 03:00:00,7907.576666666673
2018-03-04 06:00:00,7018.786666666665
2018-03-04 09:00:00,7084.993333333334
2018-03-04 12:00:00,7356.706666666668
2018-03-04 15:00:00,8314.770000000002
2018-03-04 18:00:00,8357.136666666667
2018-03-04 21:00:00,8121.893333333332
2018-03-05 00:00:00,7811.299999999997
2018-03-05 03:00:00,7752.423333333331
2018-03-05 06:00:00,8126.7800000000025
2018-03-05 09:00:00,8283.10333333333
2018-03-05 12:00:00,8208.879999999986
2018-03-05 15:00:00,8588.846666666655
2018-03-05 18:00:00,8377.049999999996
2018-03-05 21:00:00,8467.356666666657
2018-03-06 00:00:00,10584.023333333324
2018-03-06 03:00:00,10449.216666666658
2018-03-06 06:00:00,10167.586666666677
2018-03-06 09:00:00,9571.726666666673
2018-03-06 12:00:00,10983.886666666676
2018-03-06 15:00:00,11754.576666666671
2018-03-06 18:00:00,11545.110000000002
2018-03-06 21:00:00,10821.21
2018-03-07 00:00:00,9989.446666666672
2018-03-07 03:00:00,9624.656666666664
2018-03-07 06:00:00,10036.29666666666
2018-03-07 09:00:00,11710.809999999992
2018-03-07 12:00:00,12674.213333333333
2018-03-07 15:00:00,12924.283333333326
2018-03-07 18:00:00,12672.796666666667
2018-03-07 21:00:00,11986.316666666673
2018-03-08 00:00:00,12318.910000000005
2018-03-08 03:00:00,12692.613333333327
2018-03-08 06:00:00,11626.12666666667
2018-03-08 09:00:00,11294.310000000003
2018-03-08 12:00:00,13245.053333333333
2018-03-08 15:00:00,14024.28333333334
2018-03-08 18:00:00,14289.283333333336
2018-03-08 21:00:00,13798.00333333334
2018-03-09 00:00:00,12407.416666666664
2018-03-09 03:00:00,12452.560000000003
2018-03-09 06:00:00,12498.180000000004
2018-03-09 09:00:00,13174.576666666668
2018-03-09 12:00:00,14109.743333333345
2018-03-09 15:00:00,13719.26666666668
2018-03-09 18:00:00,13811.863333333351
2018-03-09 21:00:00,12967.226666666675
2018-03-10 00:00:00,13581.55000000001
2018-03-10 03:00:00,13151.056666666675
2018-03-10 06:00:00,12844.756666666679
2018-03-10 09:00:00,12884.353333333343
2018-03-10 12:00:00,13474.370000000006
2018-03-10 15:00:00,14201.443333333335
2018-03-10 18:00:00,14022.806666666665
2018-03-10 21:00:00,12861.839999999995
2018-03-11 00:00:00,11268.879999999994
2018-03-11 03:00:00,10916.049999999988
2018-03-11 06:00:00,10518.11999999999
2018-03-11 09:00:00,11189.133333333328
2018-03-11 12:00:00,12515.28666666667
2018-03-11 15:00:00,12326.823333333336
2018-03-11 18:00:00,12468.059999999998
2018-03-11 21:00:00,11489.14999999999
2018-03-12 00:00:00,12857.410000000007
2018-03-12 03:00:00,12620.41
2018-03-12 06:00:00,12414.953333333331
2018-03-12 09:00:00,13873.993333333325
2018-03-12 12:00:00,15633.833333333328
2018-03-12 15:00:00,16313.836666666668
2018-03-12 18:00:00,16186.35333333333
2018-03-12 21:00:00,15633.176666666652
2018-03-13 00:00:00,7770.436666666672
2018-03-13 03:00:00,6695.95666666667
2018-03-13 06:00:00,7638.59666666667
2018-03-13 09:00:00,7918.843333333334
2018-03-13 12:00:00,8131.876666666682
2018-03-13 15:00:00,8289.006666666677
2018-03-13 18:00:00,8716.593333333334
2018-03-13 21:00:00,8379.356666666668
2018-03-14 00:00:00,6612.323333333335
2018-03-14 03:00:00,6748.919999999997
2018-03-14 06:00:00,7606.07
2018-03-14 09:00:00,8130.8833333333405
2018-03-14 12:00:00,6921.216666666679
2018-03-14 15:00:00,7561.163333333348
2018-03-14 18:00:00,6908.006666666677
2018-03-14 21:00:00,7432.24000000002
2018-03-15 00:00:00,5573.69000000001
2018-03-15 03:00:00,5806.100000000011
2018-03-15 06:00:00,6079.136666666674
2018-03-15 09:00:00,5937.426666666679
2018-03-15 12:00:00,6840.300000000013
2018-03-15 15:00:00,4755.596666666672
2018-03-15 18:00:00,6332.823333333343
2018-03-15 21:00:00,6012.536666666678
2018-03-16 00:00:00,5938.706666666676
2018-03-16 03:00:00,5987.956666666668
2018-03-16 06:00:00,4973.353333333338
2018-03-16 09:00:00,6110.2333333333445
2018-03-16 12:00:00,6711.696666666679
2018-03-16 15:00:00,6368.536666666679
2018-03-16 18:00:00,6348.120000000011
2018-03-16 21:00:00,5918.346666666674
2018-03-17 00:00:00,7010.1500000000015
2018-03-17 03:00:00,6826.843333333335
2018-03-17 06:00:00,6613.11
2018-03-17 09:00:00,6585.659999999998
2018-03-17 12:00:00,8318.700000000004
2018-03-17 15:00:00,7476.290000000003
2018-03-17 18:00:00,7445.190000000001
2018-03-17 21:00:00,7182.22
2018-03-18 00:00:00,5324.963333333342
2018-03-18 03:00:00,4733.020000000008
2018-03-18 06:00:00,5570.916666666672
2018-03-18 09:00:00,5545.250000000004
2018-03-18 12:00:00,4976.803333333339
2018-03-18 15:00:00,4670.98333333334
2018-03-18 18:00:00,4917.93666666667
2018-03-18 21:00:00,6218.253333333336
2018-03-19 00:00:00,6248.710000000001
2018-03-19 03:00:00,5305.8166666666675
2018-03-19 06:00:00,5798.689999999997
2018-03-19 09:00:00,5818.146666666672
2018-03-19 12:00:00,6173.620000000013
2018-03-19 15:00:00,6574.173333333352
2018-03-19 18:00:00,5641.54
2018-03-19 21:00:00,8270.316666666675
2018-03-20 00:00:00,7457.213333333342
2018-03-20 03:00:00,7314.730000000001
2018-03-20 06:00:00,6308.303333333337
2018-03-20 09:00:00,6624.456666666672
2018-03-20 12:00:00,7207.150000000002
2018-03-20 15:00:00,6185.993333333334
2018-03-20 18:00:00,6205.320000000007
2018-03-20 21:00:00,5634.009999999996
2018-03-21 00:00:00,6344.256666666663
2018-03-21 03:00:00,6090.446666666663
2018-03-21 06:00:00,6292.609999999994
2018-03-21 09:00:00,6968.87333333333
2018-03-21 12:00:00,7527.036666666672
2018-03-21 15:00:00,6462.896666666671
2018-03-21 18:00:00,7434.626666666677
2018-03-21 21:00:00,5761.636666666666
2018-03-22 00:00:00,5938.603333333332
2018-03-22 03:00:00,6007.676666666662
2018-03-22 06:00:00,6807.869999999995
2018-03-22 09:00:00,6700.836666666667
2018-03-22 12:00:00,8491.590000000004
2018-03-22 15:00:00,9085.823333333332
2018-03-22 18:00:00,8026.060000000003
2018-03-22 21:00:00,8162.093333333332
2018-03-23 00:00:00,8919.303333333331
2018-03-23 03:00:00,8317.166666666672
2018-03-23 06:00:00,7459.419999999997
2018-03-23 09:00:00,7440.866666666672
2018-03-23 12:00:00,7203.650000000012
2018-03-23 15:00:00,6856.890000000013
2018-03-23 18:00:00,5938.346666666678
2018-03-23 21:00:00,6102.546666666673
2018-03-24 00:00:00,6966.1566666666695
2018-03-24 03:00:00,7718.193333333338
2018-03-24 06:00:00,7392.260000000008
2018-03-24 09:00:00,7306.126666666671
2018-03-24 12:00:00,5877.136666666666
2018-03-24 15:00:00,6441.673333333335
2018-03-24 18:00:00,6200.276666666664
2018-03-24 21:00:00,7390.906666666672
2018-03-25 00:00:00,4721.55666666667
2018-03-25 03:00:00,4231.000000000003
2018-03-25 06:00:00,4739.400000000003
2018-03-25 09:00:00,5170.746666666673
